id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD049335,C04685,P030,2024-06-01,3,160.56,livre,Agadir,carte_bancaire,L046,2024-06-02
CMD026834,C07784,P004,2024-07-29,3,6196.12,LIVRE,Casablanca,cash_delivery,,2024-08-04
CMD028973,C04738,P028,Apr 20 2024,1,415.75,annulé,Rabat,mobile_payment,L037,
CMD002113,C00894,P017,25/02/2023,5,915.4,retourné,mkch,virement,,
CMD009955,C05155,P004,2023-04-01,2,5539.77,retourné,Marrakech,carte_bancaire,L038,
CMD014595,C02433,P034,30/04/2023,5,171.94,OK,Tétouan,cash_delivery,L027,
CMD031364,C03551,P033,Oct 04 2023,2,135.68,annulé,Kénitra,virement,L012,
CMD042862,C01927,P034,Aug 08 2023,1,164.47,livré,Agadir,carte_bancaire,L026,2023-08-15
CMD008979,C05674,P024,20/02/2024,3,1279.34,annulé,Meknès,virement,L030,
CMD036782,C06530,P029,21/09/2024,4,178.27,livré,RABAT,mobile_payment,L035,2024-09-23
CMD043872,C07668,P007,2022-08-22,5,15244.81,annulé,TNG,virement,L022,
CMD028916,C00314,P028,Jul 03 2023,1,445.09,retourne,TANGER,mobile_payment,L016,
CMD024417,C03059,P028,2024-11-20,1,440.9,OK,Tanger,virement,L035,
CMD037489,C01460,P028,Dec 10 2024,5,390.85,retourné,Casablanca,mobile_payment,L042,
CMD048593,C05452,P017,2022-01-12,4,773.52,annule,Casablanca,cash_delivery,L043,
CMD006059,C02254,P013,2024-02-19,5,795.57,LIVRE,Kénitra,virement,L044,2024-02-26
CMD016436,C03988,P007,2022-04-11,5,13108.88,annule,mkch,cash_delivery,L018,
CMD035925,C03483,P007,27/01/2024,5,13736.35,annulé,Marrakech,virement,L048,
CMD045602,C01742,P028,07/07/2022,4,457.9,livré,Marrakech,carte_bancaire,L015,2022-07-11
CMD038733,C02821,P013,17/04/2024,3,765.21,retourné,Tanger,mobile_payment,L015,
CMD037471,C00349,P012,2022-10-17,5,1315.67,retourne,Meknès,cash_delivery,L007,
CMD006511,C07056,P007,2023-03-09,4,15455.93,annulé,tanger,cash_delivery,L005,
CMD022622,C07047,P034,Jan 23 2024,3,147.58,livré,Agadir,cash_delivery,L038,2024-01-29
CMD037996,C02044,P030,Feb 05 2024,1,166.46,OK,Fès,carte_bancaire,L015,
CMD025097,C07565,P031,2024-11-03,1,85.89,annulé,Meknès,virement,L022,
CMD012996,C04003,P022,Jul 12 2024,4,2311.25,en_cours,Rabat,virement,L022,
CMD040690,C03178,P021,May 03 2022,3,671.36,livre,CASA,mobile_payment,,2022-05-05
CMD023785,C05404,P006,Apr 02 2022,1,17026.43,retourne,Tétouan,cash_delivery,L008,
CMD023976,C06200,P019,2024-01-09,4,358.12,retourné,Agadir,mobile_payment,L007,
CMD005815,C07547,P015,2023-11-04,3,7968.22,livré,Oujda,cash_delivery,L022,2023-11-08
CMD014452,C01357,P007,2024-01-16,5,13200.65,annulé,Rabat,mobile_payment,,
CMD035118,C04575,P032,Jan 17 2022,1,82.12,DONE,tanger,mobile_payment,L039,2022-01-18
CMD040895,C07308,P035,02/07/2024,5,102.3,en_cours,Oujda,cash_delivery,L037,
CMD007219,C02658,P019,2023-03-15,1,364.65,retourné,Kénitra,carte_bancaire,L010,
CMD013932,C05222,P014,Dec 03 2022,5,0.0,livré,fes,virement,L022,2022-12-05
CMD028541,C02140,P028,Jan 29 2022,5,371.92,retourné,Rabat,mobile_payment,L038,
CMD038169,C05807,P035,2022-06-01,3,103.51,livré,Casablanca,virement,L035,2022-06-03
CMD007543,C07586,P005,02/04/2024,3,8523.73,OK,Agadir,mobile_payment,L005,
CMD014224,C07780,P003,2022-09-15,-1,7106.84,DONE,Oujda,cash_delivery,L024,2022-09-21
CMD035254,C02495,P026,05/04/2022,5,287.52,livre,Meknès,cash_delivery,L048,2022-04-09
CMD002927,C06397,P008,Sep 03 2022,3,12984.96,retourné,Tétouan,cash_delivery,L028,
CMD012108,C07829,P013,07/12/2022,5,962.22,en_cours,Marrakech,virement,L025,
CMD002698,C05854,P013,2022-07-22,3,993.89,annule,Oujda,virement,L016,
CMD009383,C00166,P012,Jul 24 2022,1,1700.89,retourné,Tanger,mobile_payment,L050,
CMD031225,C07103,P015,2022-10-13,3,9699.35,retourné,Rabat,virement,L018,
CMD004507,C01695,P033,23/08/2023,3,112.41,OK,Marrakech,cash_delivery,L006,
CMD011199,C03322,P028,Dec 30 2022,3,352.72,annulé,fes,mobile_payment,L024,
CMD032136,C04089,P027,Jan 28 2022,4,275.83,en_cours,Casablanca,mobile_payment,L044,
CMD049664,C04406,P011,09/01/2023,1,3387.69,annulé,Oujda,carte_bancaire,L013,
CMD006385,C01231,P035,Oct 18 2022,5,107.33,livré,fes,carte_bancaire,L044,2022-10-23
CMD048465,C04435,P006,2024-04-07,5,13804.27,livré,Marrakech,carte_bancaire,L038,2024-04-13
CMD031943,C02859,P026,20/09/2022,1,271.52,annulé,casa,cash_delivery,L028,
CMD047027,C01568,P021,03/10/2022,4,0.0,DONE,TNG,carte_bancaire,L041,2022-10-07
CMD034428,C05623,P024,27/02/2024,4,1114.71,annulé,Rabat,carte_bancaire,L022,
CMD000460,C02226,P028,28/07/2023,3,348.62,livre,Agadir,mobile_payment,L031,2023-08-03
CMD010561,C04349,P027,Feb 26 2023,3,255.29,livré,Agadir,cash_delivery,L042,2023-03-03
CMD017624,C03171,P029,01/07/2023,4,216.64,livré,Tanger,mobile_payment,L006,2023-07-04
CMD007075,C00834,P028,Apr 02 2024,2,373.72,livré,Casablanca,virement,L001,2024-04-08
CMD003083,C04426,P021,2023-01-10,5,665.61,annule,Tétouan,mobile_payment,L026,
CMD033364,C05254,P015,20/04/2022,5,9036.02,LIVRE,casa,virement,L022,2022-04-26
CMD012922,C06059,P003,Dec 01 2023,4,8124.19,KO,Oujda,cash_delivery,L009,
CMD014908,C07259,P024,2023-01-05,1,1412.89,KO,Rabat,carte_bancaire,L032,
CMD018538,C07349,P022,2023-06-18,2,0.0,retourné,Tnja,virement,L047,
CMD045473,C05342,P031,2024-08-27,4,83.28,retourné,Oujda,mobile_payment,L040,
CMD026908,C05070,P007,2023-02-21,2,12861.61,annulé,fes,virement,L020,
CMD036310,C06548,P018,28/06/2023,1,851.79,OK,TANGER,carte_bancaire,L024,
CMD020941,C05696,P001,2024-07-18,3,13032.49,livre,Meknès,virement,L013,2024-07-21
CMD028960,C07948,P013,2022-08-01,3,1028.06,retourne,Tanger,mobile_payment,L014,
CMD016453,C01357,P020,21/10/2023,2,400.93,annulé,Kénitra,virement,L013,
CMD041970,C05991,P030,28/02/2023,4,140.32,annule,Tanger,carte_bancaire,,
CMD005328,C03815,P011,2022-03-16,5,2721.75,livré,casa,carte_bancaire,L043,2022-03-21
CMD046789,C04156,P031,03/08/2022,1,99.02,en_cours,Marrakech,cash_delivery,L028,
CMD020760,C02840,P014,2022-09-23,3,414.09,retourné,Marrakech,carte_bancaire,L018,
CMD013365,C03144,P007,13/08/2022,2,12094.1,retourné,Agadir,cash_delivery,L023,
CMD003354,C04757,P032,2022-06-07,5,85.52,livré,Tétouan,virement,L039,2022-06-13
CMD006328,C04744,P028,Mar 01 2024,3,452.9,annule,Meknès,virement,L029,
CMD028538,C00385,P026,Aug 10 2022,4,322.23,annule,RABAT,virement,L033,
CMD036051,C04647,P003,Nov 14 2023,1,7527.03,annule,Fès,cash_delivery,L035,
CMD022841,C01326,P028,19/02/2022,1,341.43,livré,CASA,carte_bancaire,L030,2022-02-23
CMD035102,C04924,P011,11/10/2023,3,2859.16,annulé,Meknès,mobile_payment,L031,
CMD038118,C02001,P021,13/02/2023,5,655.35,OK,TANGER,mobile_payment,L029,
CMD027897,C05690,P028,Jun 23 2023,2,456.33,LIVRE,Rabat,cash_delivery,L032,2023-06-27
CMD017445,C01080,P033,Sep 18 2023,3,121.13,annulé,Agadir,carte_bancaire,L023,
CMD001386,C01444,P020,2023-08-26,2,507.78,annule,fes,virement,L025,
CMD009548,C07479,P033,2024-09-16,1,123.21,DONE,CASA,mobile_payment,L013,2024-09-20
CMD005964,C05327,P033,2022-10-20,2,137.52,annulé,Rabat,cash_delivery,L043,
CMD011368,C05935,P025,Jul 03 2024,1,0.0,KO,Kénitra,cash_delivery,L038,
CMD034277,C03881,P023,2024-03-12,4,1291.2,KO,Kénitra,virement,L032,
CMD042845,C01261,P009,2024-08-05,3,10849.25,retourné,casa,virement,L047,
CMD044402,C05527,P022,Feb 08 2024,1,2490.75,KO,fes,mobile_payment,L044,
CMD028935,C03134,P024,May 09 2022,5,1489.92,livré,Agadir,cash_delivery,L019,2022-05-14
CMD024560,C05456,P010,Jul 04 2023,3,8086.95,KO,Tanger,mobile_payment,L009,
CMD000934,C06950,P027,Sep 26 2022,2,217.62,en_cours,Agadir,virement,L035,
CMD037677,C00070,P006,Apr 25 2022,3,17152.0,en_cours,RABAT,carte_bancaire,L026,
CMD030399,C06954,P001,Feb 27 2023,3,14804.86,annulé,Rabat,mobile_payment,L012,
CMD012833,C04403,P028,2023-03-14,5,415.59,en_cours,Fès,mobile_payment,L038,
CMD041251,C05620,P002,2024-08-03,4,12085.6,LIVRE,Tétouan,cash_delivery,L047,2024-08-07
CMD008218,C04168,P006,Feb 13 2022,3,14645.03,KO,CASA,virement,L011,
CMD026349,C06446,P035,Feb 27 2024,3,125.18,retourné,Casablanca,cash_delivery,L044,
CMD039783,C03066,P034,03/02/2023,5,175.42,annulé,tanger,carte_bancaire,L019,
CMD008325,C02815,P005,Sep 26 2024,4,11441.0,retourné,fes,mobile_payment,L021,
CMD036923,C00597,P007,24/09/2022,2,12424.03,livré,Tnja,mobile_payment,L017,2022-09-27
CMD003411,C04127,P024,2024-12-08,1,1462.12,KO,tanger,cash_delivery,L049,
CMD047800,C05074,P028,Jun 17 2024,3,449.48,annulé,Rabat,carte_bancaire,L032,
CMD023416,C03469,P014,2023-06-15,2,346.37,retourné,Tétouan,carte_bancaire,L021,
CMD000114,C04016,P035,2023-05-23,4,122.56,annulé,Tétouan,virement,,
CMD006778,C02625,P028,2023-05-22,2,366.52,OK,fes,virement,L011,
CMD002772,C00764,P004,2023-08-10,3,7181.6,annulé,fes,carte_bancaire,L020,
CMD011785,C02748,P015,2023-08-21,5,8083.68,annulé,Kénitra,cash_delivery,L006,
CMD010371,C02411,P017,2024-02-28,2,903.37,retourné,Rabat,carte_bancaire,L016,
CMD031761,C07539,P005,Jul 21 2023,5,11170.17,retourné,Rabat,mobile_payment,L001,
CMD007652,C06500,P034,2024-02-11,2,159.92,retourne,CASA,carte_bancaire,L037,
CMD030746,C06615,P022,20/05/2022,2,2709.85,DONE,RABAT,carte_bancaire,L048,2022-05-25
CMD048026,C01633,P034,Feb 19 2022,3,150.84,annulé,tanger,carte_bancaire,L046,
CMD003512,C00243,P033,26/07/2022,2,111.0,annule,CASA,virement,L039,
CMD017785,C05663,P017,2023-08-22,2,1014.96,LIVRE,Tanger,carte_bancaire,L022,2023-08-25
CMD003120,C00080,P007,May 14 2024,2,14830.46,en_cours,TANGER,mobile_payment,L001,
CMD031862,C02009,P015,Sep 08 2022,3,9746.04,livré,mkch,carte_bancaire,L015,2022-09-10
CMD048160,C06277,P019,18/06/2022,3,0.0,retourne,Oujda,mobile_payment,,
CMD019835,C04785,P012,2023-01-19,5,1477.41,livre,casa,mobile_payment,L003,2023-01-23
CMD008238,C06902,P014,Nov 07 2022,1,390.57,annule,Fès,virement,L015,
CMD011965,C06745,P016,06/01/2022,3,8495.14,livré,Tanger,mobile_payment,L022,2022-01-11
CMD036261,C02993,P004,30/01/2024,2,7069.32,LIVRE,Tétouan,virement,,2024-02-01
CMD010698,C02796,P012,2024-08-07,5,1347.24,DONE,Marrakech,cash_delivery,L010,2024-08-14
CMD002321,C07923,P006,24/04/2023,5,12890.76,retourné,Meknès,mobile_payment,,
CMD039956,C05594,P010,15/07/2024,4,9927.54,LIVRE,Agadir,carte_bancaire,L028,2024-07-17
CMD020525,C03032,P033,06/08/2024,2,137.85,KO,Fès,carte_bancaire,L001,
CMD012783,C00198,P021,2024-04-18,4,679.3,retourné,Marrakech,cash_delivery,L031,
CMD003123,C06339,P004,2022-05-03,3,5701.36,livré,Oujda,virement,L005,2022-05-07
CMD038483,C03556,P020,2022-10-21,4,486.75,retourné,Oujda,mobile_payment,L015,
CMD029044,C00590,P031,2024-05-14,1,82.1,annulé,Meknès,cash_delivery,L028,
CMD043333,C05556,P016,20/07/2023,3,8575.64,OK,mkch,virement,L003,
CMD012435,C06754,P006,2023-11-24,2,16547.3,en_cours,Tanger,mobile_payment,L049,
CMD031691,C06382,P005,2023-11-08,-3,9363.16,annulé,TNG,virement,L017,
CMD047167,C06133,P016,06/12/2023,1,6902.08,KO,fes,carte_bancaire,L045,
CMD041826,C05330,P024,Jun 25 2022,2,1243.91,livré,Tnja,cash_delivery,L009,2022-06-27
CMD039021,C04171,P002,Jan 18 2024,-2,0.0,retourné,TANGER,mobile_payment,L047,
CMD031109,C07248,P005,Oct 27 2023,1,10967.79,annulé,Oujda,cash_delivery,L049,
CMD030033,C01093,P007,Oct 15 2023,2,13318.56,OK,Kénitra,cash_delivery,L034,
CMD027018,C05902,P027,2023-03-09,5,0.0,livré,TANGER,cash_delivery,L017,2023-03-16
CMD000896,C03575,P033,Jun 22 2023,4,127.52,retourné,Meknès,cash_delivery,L018,
CMD037161,C07841,P029,20/12/2024,3,200.47,retourne,fes,mobile_payment,L049,
CMD044757,C00387,P010,2023-11-20,3,8567.85,livré,Meknès,mobile_payment,,2023-11-27
CMD038832,C03534,P013,May 21 2022,5,833.91,LIVRE,Meknès,carte_bancaire,L045,2022-05-26
CMD010091,C04428,P021,24/02/2023,5,534.35,retourné,CASA,virement,L026,
CMD001831,C04741,P025,2024-09-26,4,1031.83,DONE,Agadir,cash_delivery,L049,2024-10-03
CMD022875,C01230,P003,Sep 20 2024,1,8284.91,annule,Oujda,carte_bancaire,L010,
CMD041077,C06331,P027,Aug 13 2022,3,218.92,en_cours,Kénitra,mobile_payment,L034,
CMD007242,C04795,P028,2022-11-09,4,387.94,en_cours,Oujda,virement,L046,
CMD037582,C03768,P027,2022-07-22,5,280.96,en_cours,Agadir,virement,L048,
CMD004729,C03877,P005,Jul 13 2024,3,9528.38,retourné,Tétouan,mobile_payment,,
CMD037736,C07534,P032,Feb 02 2022,2,72.09,annule,Fès,carte_bancaire,L048,
CMD011857,C00536,P015,Aug 19 2022,2,9218.68,livré,Meknès,cash_delivery,L027,2022-08-24
CMD047109,C01778,P002,Aug 28 2023,2,11172.91,annulé,Fès,cash_delivery,L012,
CMD039742,C05628,P007,2022-08-11,5,14709.82,annulé,casa,mobile_payment,L006,
CMD020865,C00672,P019,09/05/2024,2,303.84,KO,Tétouan,cash_delivery,L048,
CMD043384,C02430,P006,2022-09-25,3,16636.34,retourné,Oujda,carte_bancaire,L045,
CMD047443,C07012,P026,Aug 24 2023,3,341.13,retourné,TNG,virement,L012,
CMD027368,C03448,P021,May 07 2024,5,576.18,LIVRE,Rabat,mobile_payment,L013,2024-05-14
CMD013963,C07365,P030,Aug 04 2024,4,137.41,retourné,Marrakech,virement,L024,
CMD039594,C04301,P017,2022-03-11,1,976.41,KO,Fès,virement,L016,
CMD022558,C04308,P033,31/12/2024,1,131.83,en_cours,Fès,virement,L015,
CMD039808,C00120,P005,2024-09-10,2,10761.23,annulé,Casablanca,carte_bancaire,L030,
CMD017244,C03971,P001,2022-12-27,-3,14608.81,annule,casa,virement,L025,
CMD003922,C00723,P007,16/11/2023,3,14966.24,livré,Meknès,virement,L035,2023-11-22
CMD032835,C05374,P023,2023-08-05,1,1246.79,livré,Casablanca,carte_bancaire,L001,2023-08-11
CMD024506,C03001,P009,2024-12-20,1,12297.37,OK,CASA,virement,L026,
CMD040232,C05476,P014,02/12/2023,2,448.99,annulé,Marrakech,cash_delivery,L029,
CMD013167,C04831,P011,26/01/2022,5,3115.17,annulé,Meknès,virement,L028,
CMD035763,C07233,P019,2023-02-10,3,307.6,LIVRE,Casablanca,cash_delivery,L017,2023-02-16
CMD037757,C06485,P012,Nov 29 2023,3,1435.94,retourné,Tanger,cash_delivery,L029,
CMD023277,C02253,P002,2024-12-05,3,10317.79,en_cours,Meknès,mobile_payment,,
CMD043538,C03636,P028,2023-05-29,1,430.84,annulé,CASA,carte_bancaire,L027,
CMD029460,C07050,P001,08/03/2023,4,11783.83,LIVRE,Tanger,cash_delivery,L029,2023-03-10
CMD001352,C06215,P005,2022-02-27,3,10368.47,en_cours,Agadir,virement,L035,
CMD030482,C00141,P016,2022-03-14,4,7531.63,en_cours,Marrakech,cash_delivery,L025,
CMD040331,C00643,P017,Nov 26 2022,2,840.79,livré,RABAT,mobile_payment,L027,2022-11-28
CMD000105,C01255,P028,Nov 29 2023,2,344.5,annulé,RABAT,virement,,
CMD042227,C05671,P035,2024-06-12,2,115.98,annule,Tétouan,virement,L033,
CMD023059,C00029,P035,2023-02-11,3,132.12,livré,Rabat,virement,L018,2023-02-13
CMD034568,C05189,P017,Feb 24 2023,5,845.89,livré,Kénitra,cash_delivery,L042,2023-03-03
CMD020186,C00650,P011,29/12/2022,1,2782.79,retourne,Tanger,mobile_payment,L044,
CMD004826,C00686,P033,14/08/2024,1,115.26,en_cours,TNG,cash_delivery,L015,
CMD044160,C02120,P025,Mar 27 2024,1,1037.69,en_cours,Casablanca,carte_bancaire,L037,
CMD014831,C00116,P007,18/05/2022,5,11798.18,retourné,Rabat,carte_bancaire,L005,
CMD010731,C03162,P009,Jun 13 2022,5,13557.32,en_cours,fes,mobile_payment,L046,
CMD023030,C03480,P012,Nov 28 2022,3,1582.37,LIVRE,Marrakech,carte_bancaire,L018,2022-12-02
CMD004973,C01740,P030,2024-07-06,5,166.87,en_cours,Casablanca,cash_delivery,L034,
CMD020745,C02318,P028,2024-01-12,4,446.32,DONE,Kénitra,virement,L006,2024-01-15
CMD018613,C02039,P001,2024-04-16,4,13783.26,annulé,Casablanca,carte_bancaire,L004,
CMD026154,C01798,P018,Jul 19 2022,2,805.8,livré,tanger,mobile_payment,L039,2022-07-21
CMD046490,C07115,P011,22/07/2024,5,2799.29,retourné,Marrakech,carte_bancaire,L025,
CMD042070,C03616,P019,2023-01-27,2,355.74,en_cours,Meknès,virement,L039,
CMD021446,C02374,P030,11/11/2023,2,143.64,retourné,Oujda,carte_bancaire,L045,
CMD022161,C01108,P005,10/09/2022,4,9756.36,retourné,rbt,cash_delivery,L016,
CMD022811,C02524,P035,23/01/2024,3,113.62,OK,Marrakech,cash_delivery,L027,
CMD001460,C05060,P007,15/06/2022,2,15123.59,en_cours,Meknès,mobile_payment,L004,
CMD030675,C07249,P015,2023-04-06,-1,7823.34,livré,fes,cash_delivery,L025,2023-04-13
CMD047803,C02474,P030,Feb 18 2022,3,139.25,en_cours,Oujda,virement,L050,
CMD005084,C07477,P027,2023-11-19,2,217.52,annulé,Rabat,cash_delivery,L048,
CMD015316,C07324,P023,2024-06-07,3,1238.41,retourné,Meknès,mobile_payment,L030,
CMD041451,C05097,P028,Apr 07 2023,2,392.15,en_cours,Kénitra,cash_delivery,L048,
CMD008576,C01062,P027,17/08/2024,5,272.33,livré,Casablanca,virement,L030,2024-08-24
CMD035144,C05746,P020,Jul 30 2024,3,474.52,DONE,tanger,virement,L040,2024-08-06
CMD039483,C04855,P020,16/07/2024,4,475.97,livré,Meknès,cash_delivery,L035,2024-07-21
CMD018364,C03877,P026,2022-01-11,1,286.21,OK,TANGER,carte_bancaire,L040,
CMD001495,C04811,P023,2023-05-11,3,1247.69,retourné,Tétouan,mobile_payment,L014,
CMD048666,C02316,P019,2024-02-17,5,389.28,annulé,rbt,carte_bancaire,L034,
CMD035418,C05722,P005,Aug 12 2022,2,0.0,annulé,Meknès,virement,L033,
CMD040563,C01229,P008,2023-12-28,1,14855.05,annulé,Agadir,carte_bancaire,L014,
CMD014797,C02502,P025,22/08/2024,3,945.44,retourné,Meknès,virement,L044,
CMD004930,C02174,P004,2024-06-26,3,5698.71,livré,Meknès,mobile_payment,L038,2024-06-30
CMD016820,C04552,P023,Nov 16 2023,2,1306.14,annulé,RABAT,mobile_payment,L010,
CMD029652,C00760,P010,Jun 18 2022,4,10264.56,livre,Agadir,mobile_payment,L007,2022-06-22
CMD048388,C06797,P021,2023-04-17,5,686.0,retourné,casa,virement,L005,
CMD015474,C04539,P016,Nov 28 2022,5,6967.7,retourné,Marrakech,cash_delivery,L004,
CMD037281,C03621,P020,2023-08-04,3,440.4,livré,Agadir,virement,L003,2023-08-07
CMD016596,C05532,P035,Jun 12 2022,4,136.09,LIVRE,Oujda,carte_bancaire,L029,2022-06-14
CMD039486,C02354,P014,Feb 07 2023,4,383.17,livré,Marrakech,mobile_payment,L038,2023-02-09
CMD005331,C02030,P016,Jan 16 2022,1,6675.4,annulé,Marrakech,carte_bancaire,L001,
CMD017100,C07716,P016,2022-03-08,3,6466.28,retourne,Fès,mobile_payment,L028,
CMD012069,C06937,P013,2024-11-06,2,819.79,DONE,Fès,carte_bancaire,L040,2024-11-07
CMD030203,C01431,P009,2023-01-26,3,12227.85,livré,tanger,virement,L035,2023-01-28
CMD016847,C06789,P032,24/09/2022,1,90.04,retourné,Tnja,virement,L040,
CMD030127,C06639,P016,24/07/2024,2,8180.22,en_cours,Fès,cash_delivery,L011,
CMD023308,C04173,P018,Mar 09 2022,4,821.63,LIVRE,Oujda,cash_delivery,L025,2022-03-14
CMD036596,C05961,P029,2023-11-10,1,226.75,retourné,Agadir,mobile_payment,,
CMD005428,C04086,P021,2023-04-27,4,684.31,livré,Tnja,virement,L042,2023-05-03
CMD030768,C02028,P032,Feb 04 2023,1,88.03,livre,Meknès,virement,L026,2023-02-07
CMD046143,C03453,P034,14/08/2023,1,168.52,en_cours,Tétouan,mobile_payment,L005,
CMD025152,C05989,P015,Nov 17 2022,2,7670.94,livre,mkch,mobile_payment,L013,2022-11-21
CMD002319,C02115,P017,2024-09-18,4,989.61,livré,Rabat,cash_delivery,L041,2024-09-19
CMD028592,C04507,P005,May 23 2024,1,10731.07,retourné,Fès,carte_bancaire,L014,
CMD004985,C06603,P020,04/02/2022,2,500.48,retourné,Tanger,carte_bancaire,L020,
CMD031466,C05587,P027,2024-02-13,5,231.11,retourné,Meknès,cash_delivery,,
CMD045062,C04167,P007,Apr 21 2022,1,13921.46,annulé,Tétouan,cash_delivery,L032,
CMD000997,C04938,P026,Mar 09 2024,5,298.22,KO,Agadir,carte_bancaire,L046,
CMD034923,C07513,P003,Sep 04 2022,4,8541.86,retourne,Marrakech,mobile_payment,L020,
CMD030157,C04146,P016,2024-04-20,4,6468.5,LIVRE,Tanger,cash_delivery,,2024-04-24
CMD049509,C00740,P016,2023-06-06,1,6538.38,annulé,Tanger,carte_bancaire,L021,
CMD006038,C04179,P001,2023-02-11,1,11659.18,retourné,Oujda,carte_bancaire,L016,
CMD015253,C03115,P025,Feb 22 2022,1,1132.43,annulé,fes,carte_bancaire,L012,
CMD004503,C00795,P019,2023-10-15,4,386.55,en_cours,Tétouan,virement,L008,
CMD016256,C02104,P014,2022-07-09,2,433.31,en_cours,Rabat,virement,L048,
CMD041362,C06261,P034,2023-01-09,3,166.82,livré,Tnja,virement,L015,2023-01-12
CMD022143,C01709,P021,Apr 03 2022,1,668.39,retourne,Oujda,virement,L030,
CMD019699,C06463,P015,2023-04-20,5,10207.64,retourné,Tanger,virement,L004,
CMD036530,C01240,P010,2023-04-17,3,8971.9,OK,CASA,cash_delivery,L048,
CMD024025,C03926,P023,2022-09-09,3,1236.64,en_cours,Agadir,cash_delivery,L042,
CMD017485,C00745,P023,2022-12-08,2,1445.12,livré,casa,cash_delivery,L013,2022-12-15
CMD018397,C00449,P009,08/09/2022,3,11423.05,retourné,rbt,carte_bancaire,L022,
CMD025114,C05190,P018,06/08/2023,2,712.41,OK,Oujda,virement,L001,
CMD038181,C00683,P016,2022-08-19,3,8128.48,livré,Oujda,cash_delivery,L020,2022-08-22
CMD003363,C06281,P033,Aug 13 2022,4,130.24,annule,TANGER,mobile_payment,L023,
CMD034886,C02374,P025,Mar 27 2024,4,988.25,livré,TANGER,mobile_payment,L033,2024-04-02
CMD043758,C04945,P001,26/08/2022,5,12900.75,retourné,Tétouan,carte_bancaire,L018,
CMD020776,C06870,P013,21/11/2023,5,828.58,OK,Tétouan,mobile_payment,L029,
CMD047416,C04836,P033,2023-04-07,4,136.69,en_cours,CASA,cash_delivery,L042,
CMD048729,C06115,P007,02/12/2022,4,13958.35,en_cours,casa,mobile_payment,L014,
CMD041629,C06486,P016,29/06/2023,2,7753.36,annulé,Tanger,carte_bancaire,L033,
CMD022238,C06631,P005,Aug 11 2022,1,10658.85,annulé,Oujda,mobile_payment,L049,
CMD009419,C01946,P010,Dec 06 2022,1,9808.43,DONE,Oujda,carte_bancaire,L039,2022-12-11
CMD026242,C01526,P021,Aug 11 2023,5,537.27,annulé,tanger,mobile_payment,L049,
CMD038224,C01374,P018,10/01/2022,2,702.1,OK,Casablanca,virement,L009,
CMD016687,C01974,P034,2024-06-02,5,186.66,KO,Casablanca,carte_bancaire,,
CMD019671,C03313,P021,2024-11-04,4,651.36,annulé,Fès,mobile_payment,L020,
CMD045394,C01551,P034,Dec 15 2022,5,166.49,livre,Fès,carte_bancaire,L032,2022-12-18
CMD035345,C07293,P028,02/04/2024,2,345.08,livré,RABAT,virement,L006,2024-04-04
CMD036759,C06662,P007,19/05/2024,5,14082.08,livré,Tétouan,virement,L040,2024-05-20
CMD012072,C01359,P018,2024-04-22,1,770.15,annulé,mkch,virement,L049,
CMD017548,C05630,P014,Aug 03 2022,2,450.44,OK,Marrakech,mobile_payment,L039,
CMD034213,C06190,P010,03/04/2023,2,9116.33,LIVRE,TANGER,virement,L041,2023-04-10
CMD033324,C06533,P007,30/10/2023,2,15063.73,DONE,Meknès,carte_bancaire,L004,2023-11-05
CMD039075,C06263,P005,Sep 29 2024,4,9594.58,LIVRE,Tnja,carte_bancaire,L035,2024-10-04
CMD013631,C04413,P008,May 04 2024,3,13769.21,livré,tanger,cash_delivery,L016,2024-05-11
CMD009859,C05807,P008,15/05/2022,2,11800.47,annulé,rbt,mobile_payment,L044,
CMD007388,C05078,P012,2022-11-21,1,1668.5,retourné,casa,carte_bancaire,L044,
CMD038896,C02000,P013,05/07/2022,5,990.18,retourné,Rabat,carte_bancaire,,
CMD002557,C01938,P006,18/04/2024,1,17166.54,livré,TNG,virement,L049,2024-04-23
CMD021680,C07462,P033,Aug 13 2024,5,128.98,livre,Oujda,virement,,2024-08-20
CMD036831,C05348,P017,05/11/2023,3,1029.77,en_cours,fes,mobile_payment,L019,
CMD012716,C06346,P033,Feb 23 2022,1,127.46,retourne,TNG,mobile_payment,L006,
CMD030688,C05239,P004,01/05/2024,2,6675.24,livré,Tanger,virement,L042,2024-05-05
CMD027563,C06113,P003,2023-06-26,2,7839.74,en_cours,TNG,cash_delivery,L026,
CMD041033,C05746,P030,04/03/2022,2,154.22,retourné,Tétouan,mobile_payment,L009,
CMD003702,C01865,P020,Mar 10 2023,4,387.12,livre,casa,carte_bancaire,L029,2023-03-12
CMD047890,C02509,P005,02/05/2022,1,10109.78,annulé,Tanger,cash_delivery,L010,
CMD008216,C05555,P008,2023-10-04,2,13170.77,OK,RABAT,virement,L041,
CMD021394,C00264,P033,17/08/2024,3,133.13,en_cours,Marrakech,virement,L033,
CMD029636,C07449,P017,24/05/2023,2,951.17,livré,Meknès,mobile_payment,L003,2023-05-30
CMD019821,C01004,P031,2023-11-21,4,87.13,annule,mkch,cash_delivery,L041,
CMD039526,C04863,P028,08/06/2022,3,368.55,KO,rbt,carte_bancaire,L045,
